0,	1,	16352,	26231808,	2284753450.000000
0,	1,	16352,	26231808,	2296855114.000000
0,	1,	16352,	26231808,	2216529284.000000
0,	1,	16352,	26231808,	2234391135.000000
0,	1,	16352,	26231808,	2217912874.000000
0,	1,	16352,	26231808,	2216944335.000000
0,	1,	16352,	26231808,	2887681778.000000
0,	1,	16352,	26231808,	2143661191.000000
0,	1,	16352,	26231808,	1990421319.000000
0,	1,	16352,	26231808,	1843637196.000000
0,	1,	16352,	26231808,	1817355654.000000
0,	1,	16352,	26231808,	2007328691.000000
0,	1,	16352,	26231808,	1909026907.000000
0,	1,	16352,	26231808,	1988958230.000000
0,	1,	16352,	26231808,	2152296331.000000
0,	1,	16352,	26231808,	2032988058.000000
0,	1,	16352,	26231808,	1839702351.000000
0,	1,	16352,	26231808,	1952113080.000000
0,	1,	16352,	26231808,	1847430921.000000
0,	1,	16352,	26231808,	1969869423.000000
0,	1,	16352,	26231808,	1989469506.000000
0,	1,	16352,	26231808,	1844236732.000000
0,	1,	16352,	26231808,	1954655633.000000
0,	1,	16352,	26231808,	1844213749.000000
0,	1,	16352,	26231808,	1914803374.000000
0,	1,	16352,	26231808,	1902617033.000000
0,	1,	16352,	26231808,	1967715099.000000
0,	1,	16352,	26231808,	1920388819.000000
0,	1,	16352,	26231808,	1854887215.000000
0,	1,	16352,	26231808,	1900918380.000000
0,	1,	16352,	26231808,	1854628072.000000
0,	1,	16352,	26231808,	1871090156.000000
0,	1,	16352,	26231808,	1903441765.000000
0,	1,	16352,	26231808,	2154469267.000000
0,	1,	16352,	26231808,	2019103618.000000
0,	1,	16352,	26231808,	1880235791.000000
0,	1,	16352,	26231808,	1907928620.000000
0,	1,	16352,	26231808,	1964547028.000000
0,	1,	16352,	26231808,	1954260324.000000
0,	1,	16352,	26231808,	1965478947.000000
0,	1,	16352,	26231808,	1981910316.000000
0,	1,	16352,	26231808,	1949976851.000000
0,	1,	16352,	26231808,	1999100723.000000
0,	1,	16352,	26231808,	2062415089.000000
0,	1,	16352,	26231808,	1940945569.000000
0,	1,	16352,	26231808,	1928338220.000000
0,	1,	16352,	26231808,	1874807294.000000
0,	1,	16352,	26231808,	1959474161.000000
0,	1,	16352,	26231808,	1851548930.000000
0,	1,	16352,	26231808,	1935286884.000000
0,	1,	16352,	26231808,	1970064400.000000
0,	1,	16352,	26231808,	1859728305.000000
0,	1,	16352,	26231808,	1857239419.000000
0,	1,	16352,	26231808,	1904264387.000000
0,	1,	16352,	26231808,	1898137723.000000
0,	1,	16352,	26231808,	1918782109.000000
0,	1,	16352,	26231808,	1982223283.000000
0,	1,	16352,	26231808,	1929976851.000000
0,	1,	16352,	26231808,	1822306203.000000
0,	1,	16352,	26231808,	1898650608.000000
0,	1,	16352,	26231808,	2053755356.000000
0,	1,	16352,	26231808,	1892259419.000000
0,	1,	16352,	26231808,	2208694177.000000
0,	1,	16352,	26231808,	2162416219.000000
0,	1,	16352,	26231808,	2046779425.000000
0,	1,	16352,	26231808,	2026452573.000000
0,	1,	16352,	26231808,	2132528038.000000
0,	1,	16352,	26231808,	1999543718.000000
0,	1,	16352,	26231808,	1963723178.000000
0,	1,	16352,	26231808,	2094014952.000000
0,	1,	16352,	26231808,	2010152059.000000
0,	1,	16352,	26231808,	2063367084.000000
0,	1,	16352,	26231808,	1914960056.000000
0,	1,	16352,	26231808,	1847751368.000000
0,	1,	16352,	26231808,	1925236632.000000
0,	1,	16352,	26231808,	1952872780.000000
0,	1,	16352,	26231808,	2015652628.000000
0,	1,	16352,	26231808,	1880282978.000000
0,	1,	16352,	26231808,	2010907350.000000
0,	1,	16352,	26231808,	1882693050.000000
0,	1,	16352,	26231808,	1945510347.000000
0,	1,	16352,	26231808,	1967389869.000000
0,	1,	16352,	26231808,	1898385857.000000
0,	1,	16352,	26231808,	1952082022.000000
0,	1,	16352,	26231808,	2012163003.000000
0,	1,	16352,	26231808,	1848127758.000000
0,	1,	16352,	26231808,	2208250107.000000
0,	1,	16352,	26231808,	1910345557.000000
0,	1,	16352,	26231808,	1934075765.000000
0,	1,	16352,	26231808,	1883593649.000000
0,	1,	16352,	26231808,	1962518990.000000
0,	1,	16352,	26231808,	1803700779.000000
0,	1,	16352,	26231808,	1937631055.000000
0,	1,	16352,	26231808,	1941910127.000000
0,	1,	16352,	26231808,	1824697138.000000
0,	1,	16352,	26231808,	1835501126.000000
0,	1,	16352,	26231808,	1889193184.000000
0,	1,	16352,	26231808,	1984841795.000000
0,	1,	16352,	26231808,	1935748611.000000
0,	1,	16352,	26231808,	1950781409.000000
