0,	1,	16352,	26231808,	4288387671.000000
0,	1,	16352,	26231808,	4212055440.000000
0,	1,	16352,	26231808,	4051231978.000000
0,	1,	16352,	26231808,	4373741659.000000
0,	1,	16352,	26231808,	3657908150.000000
0,	1,	16352,	26231808,	3947886828.000000
0,	1,	16352,	26231808,	5081446379.000000
0,	1,	16352,	26231808,	4252569979.000000
0,	1,	16352,	26231808,	4330895165.000000
0,	1,	16352,	26231808,	2957206609.000000
0,	1,	16352,	26231808,	2952992423.000000
0,	1,	16352,	26231808,	3823353560.000000
0,	1,	16352,	26231808,	3378667518.000000
0,	1,	16352,	26231808,	3273929253.000000
0,	1,	16352,	26231808,	3248051689.000000
0,	1,	16352,	26231808,	3409457303.000000
0,	1,	16352,	26231808,	3253588057.000000
0,	1,	16352,	26231808,	3404377598.000000
0,	1,	16352,	26231808,	3330983961.000000
0,	1,	16352,	26231808,	3116172380.000000
0,	1,	16352,	26231808,	3194862397.000000
0,	1,	16352,	26231808,	3257232127.000000
0,	1,	16352,	26231808,	3154727833.000000
0,	1,	16352,	26231808,	3093602798.000000
0,	1,	16352,	26231808,	3591800479.000000
0,	1,	16352,	26231808,	3131168631.000000
0,	1,	16352,	26231808,	3261346102.000000
0,	1,	16352,	26231808,	3210392832.000000
0,	1,	16352,	26231808,	3297586241.000000
0,	1,	16352,	26231808,	3717513336.000000
0,	1,	16352,	26231808,	3427766267.000000
0,	1,	16352,	26231808,	3152123767.000000
0,	1,	16352,	26231808,	3168024365.000000
0,	1,	16352,	26231808,	3494269095.000000
0,	1,	16352,	26231808,	4007275750.000000
0,	1,	16352,	26231808,	3258704994.000000
0,	1,	16352,	26231808,	3499305385.000000
0,	1,	16352,	26231808,	3180534624.000000
0,	1,	16352,	26231808,	3102331324.000000
0,	1,	16352,	26231808,	3228540245.000000
0,	1,	16352,	26231808,	3200324830.000000
0,	1,	16352,	26231808,	3316370186.000000
0,	1,	16352,	26231808,	3282087161.000000
0,	1,	16352,	26231808,	3250707575.000000
0,	1,	16352,	26231808,	3172158896.000000
0,	1,	16352,	26231808,	3072300924.000000
0,	1,	16352,	26231808,	3121170653.000000
0,	1,	16352,	26231808,	3318065953.000000
0,	1,	16352,	26231808,	3156549125.000000
0,	1,	16352,	26231808,	3124571702.000000
0,	1,	16352,	26231808,	3081157289.000000
0,	1,	16352,	26231808,	2999333666.000000
0,	1,	16352,	26231808,	3024575124.000000
0,	1,	16352,	26231808,	3325496161.000000
0,	1,	16352,	26231808,	3131580040.000000
0,	1,	16352,	26231808,	3373967727.000000
0,	1,	16352,	26231808,	3352565018.000000
0,	1,	16352,	26231808,	3403101792.000000
0,	1,	16352,	26231808,	3188098339.000000
0,	1,	16352,	26231808,	3379861384.000000
0,	1,	16352,	26231808,	3534103959.000000
0,	1,	16352,	26231808,	3253852178.000000
0,	1,	16352,	26231808,	3653583180.000000
0,	1,	16352,	26231808,	3565952712.000000
0,	1,	16352,	26231808,	3909433183.000000
0,	1,	16352,	26231808,	3415759363.000000
0,	1,	16352,	26231808,	3554111738.000000
0,	1,	16352,	26231808,	3577795407.000000
0,	1,	16352,	26231808,	3897538447.000000
0,	1,	16352,	26231808,	3578286361.000000
0,	1,	16352,	26231808,	3421748138.000000
0,	1,	16352,	26231808,	3397847446.000000
0,	1,	16352,	26231808,	3097084487.000000
0,	1,	16352,	26231808,	3336561566.000000
0,	1,	16352,	26231808,	3156007837.000000
0,	1,	16352,	26231808,	3260448790.000000
0,	1,	16352,	26231808,	3317308659.000000
0,	1,	16352,	26231808,	3258132557.000000
0,	1,	16352,	26231808,	3103758092.000000
0,	1,	16352,	26231808,	3016507259.000000
0,	1,	16352,	26231808,	3266864035.000000
0,	1,	16352,	26231808,	3107875208.000000
0,	1,	16352,	26231808,	3245778575.000000
0,	1,	16352,	26231808,	3141458687.000000
0,	1,	16352,	26231808,	3069658000.000000
0,	1,	16352,	26231808,	3110923650.000000
0,	1,	16352,	26231808,	3114829605.000000
0,	1,	16352,	26231808,	3348370337.000000
0,	1,	16352,	26231808,	3217019342.000000
0,	1,	16352,	26231808,	3211617968.000000
0,	1,	16352,	26231808,	3077380069.000000
0,	1,	16352,	26231808,	3058603539.000000
0,	1,	16352,	26231808,	3005889525.000000
0,	1,	16352,	26231808,	3009127714.000000
0,	1,	16352,	26231808,	3038118046.000000
0,	1,	16352,	26231808,	3070900400.000000
0,	1,	16352,	26231808,	2926012014.000000
0,	1,	16352,	26231808,	3176141534.000000
0,	1,	16352,	26231808,	3015557677.000000
